contig_596	contig_596
contig_597	contig_597
contig_598	contig_598
contig_599	contig_599
contig_600	contig_600
contig_601	contig_601
contig_602	contig_602
contig_603	contig_603
contig_604	contig_604
contig_605	contig_605
contig_606	contig_606
contig_607	contig_607
contig_608	contig_608
contig_609	contig_609
contig_610	contig_610
contig_611	contig_611
contig_612	contig_612
contig_613	contig_613
contig_614	contig_614
contig_615	contig_615
contig_616	contig_616
contig_617	contig_617
contig_618	contig_618
contig_619	contig_619
contig_620	contig_620
contig_621	contig_621
contig_622	contig_622
contig_623	contig_623
contig_624	contig_624
contig_625	contig_625
contig_626	contig_626
contig_627	contig_627
contig_628	contig_628
contig_629	contig_629
contig_630	contig_630
contig_631	contig_631
contig_632	contig_632
contig_633	contig_633
contig_634	contig_634
contig_635	contig_635
contig_636	contig_636
contig_637	contig_637
contig_638	contig_638
contig_639	contig_639
contig_640	contig_640
contig_641	contig_641
contig_642	contig_642
contig_643	contig_643
contig_644	contig_644
contig_645	contig_645
contig_646	contig_646
contig_647	contig_647
contig_648	contig_648
contig_649	contig_649
contig_650	contig_650
contig_651	contig_651
contig_652	contig_652
contig_653	contig_653
contig_654	contig_654
contig_655	contig_655
contig_656	contig_656
contig_657	contig_657
contig_658	contig_658
contig_659	contig_659
contig_660	contig_660
contig_661	contig_661
contig_662	contig_662
contig_663	contig_663
contig_664	contig_664
contig_665	contig_665
contig_666	contig_666
contig_667	contig_667
contig_668	contig_668
contig_669	contig_669
contig_670	contig_670
contig_671	contig_671
contig_672	contig_672
contig_673	contig_673
contig_674	contig_674
contig_675	contig_675
contig_676	contig_676
contig_677	contig_677
contig_678	contig_678
contig_679	contig_679
contig_680	contig_680
contig_681	contig_681
contig_682	contig_682
contig_683	contig_683
contig_684	contig_684
